payload_kg,range_km,best_n_drones,total_system_Wh_per_km,total_system_climb_energy_Wh,total_system_energy_required_Wh,battery_usable_fraction,usable_system_battery_Wh,usable_cruise_battery_Wh,battery_limited_range_km,feasible,reason
0.0,11.0,3,9.790552740677805,16.054344218567053,123.75042436602291,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,11.25,3,9.790552740677805,16.054344218567053,126.19806255119236,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,11.5,3,9.790552740677805,16.054344218567053,128.64570073636182,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,11.75,3,9.790552740677805,16.054344218567053,131.09333892153126,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,12.0,3,9.790552740677805,16.054344218567053,133.54097710670072,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,12.25,3,9.790552740677805,16.054344218567053,135.98861529187016,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,12.5,3,9.790552740677805,16.054344218567053,138.4362534770396,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,12.75,3,9.790552740677805,16.054344218567053,140.88389166220907,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,13.0,3,9.790552740677805,16.054344218567053,143.33152984737853,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,13.25,3,9.790552740677805,16.054344218567053,145.77916803254797,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,13.5,3,9.790552740677805,16.054344218567053,148.2268062177174,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,13.75,3,9.790552740677805,16.054344218567053,150.67444440288688,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,14.0,3,9.790552740677805,16.054344218567053,153.12208258805632,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,14.25,3,9.790552740677805,16.054344218567053,155.56972077322578,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
0.0,14.5,3,9.790552740677805,16.054344218567053,158.01735895839522,0.8,1335.8145296372386,1319.7601854186714,134.79935406867577,True,
